idx,text,label,prediction,cleaned_prediction
8877,visuals and enveloping sounds ,1,neutral,neutral
8879,what results is the best performance from either in years ,1,neutral,neutral
8892,there is truth here ,1,neutral,neutral
8893,substantive ,1,neutral,neutral
8904,empowerment tale thinly ,0,neutral,neutral
8923,pure composition ,1,neutral,neutral
8930,juxtapositions ,1,neutral,neutral
8935,trusted audiences ,1,neutral,neutral
8940,glamorous machine ,1,neutral,neutral
8944,but quietly effective retelling ,1,neutral,neutral
8947,recreation to resonate ,1,Neutral,neutral
8948,becoming ,1,neutral,neutral
8949,profoundly ,1,neutral,neutral
8955,emotional and ,1,neutral,neutral
8961,every bit as high ,1,neutral,neutral
8990,award ,1,neutral,neutral
8998,a smart comedy ,1,neutral,neutral
9000,enticing and ,1,neutral,neutral
9008,brimming ,1,neutral,neutral
9016,does a great combination act ,1,neutral,neutral
9018,organized ,1,neutral,neutral
9024,is just the point ,1,neutral,neutral
9047,recommend secretary ,1,neutral,neutral
9060,masters of both ,1,neutral,neutral
9063,to adopt as a generational signpost ,1,neutral,neutral
9067,a durable part ,1,neutral,neutral
9071,cleaner ,1,neutral,neutral
9076,the gifted pearce ,1,neutral,neutral
9082,coherent ,1,neutral,neutral
9084,more to think about after the final frame ,1,neutral,neutral
9090,as good a job as anyone ,1,neutral,neutral
9124,dialog between realistic characters ,1,neutral,neutral
9129,", intelligent ",1,neutral,neutral
9130,is that her confidence in her material is merited ,1,neutral,neutral
9168,movies about angels ,1,neutral,neutral
9173,able to give full performances ,1,neutral,neutral
9178,the product ,1,neutral,neutral
9180,may look cool ,1,neutral,neutral
9193,hawaiian setting ,1,neutral,neutral
9196,know a star ,1,neutral,neutral
9200,equal amounts of beautiful movement and inside information ,1,neutral,neutral
9201,perfected ,1,Neutral,neutral
9204,a higher plateau ,1,neutral,neutral
9207,natural sportsmen ,1,neutral,neutral
9210,not without merit ,1,neutral,neutral
9220,freshening ,1,neutral,neutral
9227,reminds you how pertinent its dynamics remain ,1,neutral,neutral
9230,unbalanced mixture ,0,Neutral,neutral
9236,a stark portrait ,1,neutral,neutral
9248,"the start -- and , refreshingly , ",1,neutral,neutral
9250,rich with human events ,1,neutral,neutral
9251,the dynamic first act ,1,neutral,neutral
9253,be on video ,0,neutral,neutral
9269,us share their enthusiasm ,1,neutral,neutral
9270,innovative backgrounds ,1,neutral,neutral
9274,of balto ,1,neutral,neutral
9276,are sometimes bracing ,1,neutral,neutral
9295,it aspires ,1,neutral,neutral
9300,of the most original american productions this year ,1,neutral,neutral
9302,with a humanistic message ,1,neutral,neutral
9303,sex ,1,neutral,neutral
9312,tickled ,1,Neutral,neutral
9331,are able to accomplish ,1,neutral,neutral
9336,it 's supposed to feel funny and light ,0,neutral,neutral
9341,his control ,0,neutral,neutral
9344,auto-critique ,0,neutral,neutral
9346,pure movie ,1,neutral,neutral
9352,to have the best of both worlds ,1,neutral,neutral
9356,healing process ,1,neutral,neutral
9360,realistically ,1,neutral,neutral
9371,of nearly epic proportions ,1,neutral,neutral
9375,modest amusements ,1,neutral,neutral
9398,the light of the exit sign ,0,neutral,neutral
9400,a lot more ,1,neutral,neutral
9407,about nothing ,0,neutral,neutral
9416,", three-dimensional characters ",1,neutral,neutral
9420,hollywood pipeline ,0,neutral,neutral
9422,the solid filmmaking ,1,neutral,neutral
9427,family and community ,1,neutral,neutral
9448,backstage must-see ,1,neutral,neutral
9450,broadcast ,1,neutral,neutral
9453,knockabout ,1,Neutral,neutral
9456,coming-of-age portrait ,1,neutral,neutral
9461,seat ,1,neutral,neutral
9462,more ways ,1,neutral,neutral
9466,degrading and strangely liberating ,1,Neutral,neutral
9470,"creates a portrait of two strong men in conflict , inextricably entwined through family history ",1,neutral,neutral
9485,having an old friend for dinner ' ,1,neutral,neutral
9493,successful on other levels ,1,neutral,neutral
9498,made-for-tv ,0,neutral,neutral
9501,reserved but existential ,1,neutral,neutral
9511,are side stories aplenty ,1,neutral,neutral
9517,has as much right to make a huge action sequence as any director ,1,neutral,neutral
9531,is genial and decent ,1,neutral,neutral
9559,toss-up ,1,Neutral,neutral
9560,poetry ,1,neutral,neutral
9566,the pleasure ,1,neutral,neutral
9573,her best ,1,neutral,neutral
9576,be called animation ,1,neutral,neutral
9587,comes ,1,neutral,neutral
9589,find love ,1,neutral,neutral
9591,authentic ,1,Neutral,neutral
9596,kitchen-sink homage ,0,neutral,neutral
9628,remains prominent ,1,neutral,neutral
9648,its characters and communicates something ,1,neutral,neutral
9663,fresh and raw ,1,neutral,neutral
9667,argue ,0,neutral,neutral
9673,of low-budget filmmaking ,0,neutral,neutral
9677,grade-school audience ,0,neutral,neutral
9692,director anne fontaine ,1,Neutral,neutral
9694,into parapsychological phenomena and the soulful nuances ,1,neutral,neutral
9700,the ethos of the chelsea hotel ,1,neutral,neutral
9708,keep this fresh . ,1,neutral,neutral
9710,rare movie ,1,neutral,neutral
9721,gold ,1,neutral,neutral
9731,bold biographical fantasia ,1,neutral,neutral
9763,halfway intriguing plot ,1,neutral,neutral
9776,with a modicum of patience ,1,neutral,neutral
9787,a convincing impersonation ,1,neutral,neutral
9795,a feel movie ,1,neutral,neutral
9798,energetic and ,1,neutral,neutral
9803,the finish line ,1,neutral,neutral
9811,the grandness ,1,neutral,neutral
9820,to care about ,1,neutral,neutral
9821,be liked sometimes ,1,neutral,neutral
9828,flashy twists ,1,neutral,neutral
9835,if you love reading and/or poetry ,1,neutral,neutral
9836,some decent performances ,1,neutral,neutral
9840,offers an interesting bit of speculation ,1,neutral,neutral
9846,inquisitive enough ,1,neutral,neutral
9847,"seen 10,000 times ",1,neutral,neutral
9851,some people march to the beat of a different drum ,1,neutral,neutral
9857,interesting matters of identity and heritage ,1,neutral,neutral
9865,is at once a tough pill to swallow and a minor miracle of self-expression ,1,neutral,neutral
9879,musical number ,1,neutral,neutral
9882,old-fashioned storytelling ,1,neutral,neutral
9889,remains vividly in memory ,1,neutral,neutral
9894,holds up in an era in which computer-generated images are the norm ,1,neutral,neutral
9904,the artificial structure ,0,neutral,neutral
9910,poignant and delicately ,1,neutral,neutral
9924,almost every relationship and personality in the film yields surprises . ,1,neutral,neutral
9927,to use the word `` new '' in its title ,0,neutral,neutral
9933,add anything fresh ,1,neutral,neutral
9943,steve martin ,1,neutral,neutral
9954,be a straightforward bio ,1,neutral,neutral
9960,the falcon arrives in the skies above manhattan ,1,neutral,neutral
9961,the movie tries to make sense of its title character ,0,neutral,neutral
9963,"does strong , measured work . ",1,neutral,neutral
9970,pastel landscapes ,1,neutral,neutral
9979,a sudden lunch rush ,1,neutral,neutral
9987,intense experience ,1,neutral,neutral
9990,sealed with a kiss ,1,neutral,neutral
9992,why this project was undertaken ,0,neutral,neutral
