text,answer
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral
GSK and Novartis complete deals to reshape both drugmakers,positive
"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative
$SAVE long. https://t.co/yEJuS9cMlC,positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive
$aapl.  Test the high today and probably go beyond after hours...,positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",positive
AstraZeneca profit down as sales of stalwarts fade,negative
$DMND green and moving,positive
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",positive
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,positive
Unilever profit rises despite sales slump in China,positive
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,neutral
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative
Shire Sees Baxalta Deal Closing as Expected After New Rules,positive
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive
Valeant Said to Name New CEO With Pearson Still Hospitalized,neutral
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive
"Aviva, M&G suspend property funds as investors panic",negative
L&G completes UK's largest medically underwritten bulk pension risk deal,positive
BAE Systems's sales boosted by European Typhoon and currencies,positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive
Tesco's Sales Pickup Isn't Enough,negative
U.S. Debt Lures Schroders as ECB Depresses Rates,neutral
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive
Johnson Matthey revs up on clean air drive,positive
$ELN longs...congrats...another HOD,positive
"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",positive
Barclays poised to replace Sir Mike Rake as he heads for exit,neutral
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,positive
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,positive
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",positive
Sainsbury's says to outperform rivals in tough market,positive
$NFLX and $TSLA making all kinds of gains 📈,positive
$aapl high of day just hit. Back at it tomorrow.,positive
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,neutral
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative
BP joins forces with Det Norske in Norway,positive
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,positive
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive
Morrisons faces festive sales test,negative
Shire says internal synergy goals from Baxalta deal higher,positive
$VMW  Got a nice push today following small sweepers of May C this morning,positive
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",neutral
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,negative
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,positive
Can Christmas Save Sainsbury's plc And Tesco plc?,negative
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive
Shell to buy BG Group in $69.7 billion takeover,positive
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive
$FB watching for bounce tomorrow,positive
Tata Steel working with StanChart for UK unit sale - source,positive
Meggitt share price tumbles as profit falls in 'challenging year',negative
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,positive
Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive
Long $X 24.62,positive
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative
British American Tobacco drops and sues PwC over pollution scandal,negative
Tesco shareholders back ITV head for chairman,positive
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",positive
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,positive
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,positive
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive
$BBRY hearing rumours of a major joint venture announcement.,positive
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive
Tullow Oil Suspends Dividend Amid Oil Price Fall,negative
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative
$NUGT longer term bullish,positive
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,negative
easyJet leads Britain's FTSE lower as global bond rout resumes,negative
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive
Slump in Weir leads FTSE down from record high,negative
G4S sees profits rise but UK contract problems remain,positive
$BAC $ADSK $NFLX long this morning,positive
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive
Tesco shares jump 6% after Christmas sales beat expectations,positive
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive
$AAPL long 630.91,positive
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive
Credit Suisse poaches Prudential's Thiam for Asian push,positive
Compass Group says positive for year ahead,positive
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",positive
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",negative
$PRGN A bottom right here?,neutral
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive
Glencore blames rivals for creating metals glut,negative
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive
"$FB trend, hits mid 110's and drops",negative
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative
@mugatushair Now it is time to short $TSLA,negative
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,positive
Short on $ATVI from 24.55.,negative
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive
$RIMM $spx $nya $compq $djia all going down,negative
$YHOO making new HOD,positive
$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,positive
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,positive
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive
HSBC Hit by Fresh Details of Tax Evasion Claims,negative
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive
$HITK  Resuming advance into new historical highs.,positive
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,neutral
CompaniesCar insurer Hastings Group driving Â£180m IPO,positive
Deutsche Bank cuts $SBUX,negative
AstraZeneca's patent on asthma drug invalidated by US court,negative
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative
$MTD (Mettler-Toledo) ready for a breakout,positive
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive
CRH's concrete bid for Holcim Lafarge assets,positive
$CRK time to accumulate for a long position with far more upside than downside,positive
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive
S&P downgrades Barclays and RBS on government bailout fears,negative
"Broker tips: RBS, Croda, Sage",positive
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative
InterContinental Hotels Denies Reports of Starwood Merger Talks,neutral
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",positive
Tesco share price down as grocer faces SFO investigation outcome,negative
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,positive
Market Report: Aviva tops the market as traders approve of its choice of Friends,positive
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,negative
$FB Nice buyable intraday dip right here,positive
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",positive
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive
loading $SPY and $AAPL puts. think were toppy IMHO.,negative
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive
CRH adds CR Laurence to acquisitions tally for $1.3bn,positive
$SBUX getting sold here.,negative
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,neutral
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",positive
$AMZN Going thru the roof needs a sell!,positive
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral
@ACInvestorBlog: $SPY eod run :),positive
AstraZeneca share price: Acerta deal pays off with orphan drug status,positive
$TSLA recall model X https://t.co/b7izYa4BuE,negative
"Long Position on $GOL,...Updating http://stks.co/fdmm",positive
Johnson Matthey profit falls but dividend rises,neutral
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive
"European stocks hover near 3-week low, Dialog and BHP slump",negative
"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",positive
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",positive
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive
$RSOL bought 3500 shares today!,positive
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive
Ocwen Reaches Settlement With California Regulator,positive
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive
"Ackman, in email, says supports Valeant CEO Pearson",positive
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative
$NFLX I say it's time to short at this point.,negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive
$HRL ready to pop! http://stks.co/s0Ny4,positive
$SBUX inverted head & shoulders pattern in the works. bullish.,positive
Tesco share price jumps as Q3 sales top estimates,positive
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",positive
Arm profits and sales up as shift away from mobile gains pace,positive
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive
$AAPL wants lower. up waves getting smaller on the 2 min,negative
Sainsbury sells unit to LloydsPharmacy,positive
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,negative
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive
$SPY wouldn't be surprised to see a green close,positive
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative
Breakingviews: IAG can pay more for Aer Lingus,positive
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative
$fb small long 109.25 via calls,positive
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,negative
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative
Ruling sets lower limit on potential fine for BP,negative
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive
CompaniesFresnillo shares jump 8% as silver price breaks $21,positive
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",negative
Aberdeen Asset Management Gains Foothold In China,positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
AstraZeneca sells Caprelsa rights to Sanofi unit,positive
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative
Royal Mail gets mixed bag from Ofcom postal regulation report,neutral
Johnson Matthey share price slumps as company posts full-year results,negative
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive
Why $MCD looks set to fall further. http://stks.co/f2fgj,negative
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,positive
"$ZSL looking very weak, could be a good short setup.",negative
Diageo sales disappoint as currency and comparatives leave bitter taste,negative
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative
$FB gone green on day,positive
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive
$ilmn piper Jeffries raises pt.  I remain long,positive
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive
AB InBev attacks SABMiller bid rebuffal,negative
Sainsbury sales slip again as price pressures take a toll,negative
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral
AstraZeneca wins FDA approval for key new lung cancer pill,positive
@pierrules: $SIRI LONG!!,positive
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive
Shire share price under pressure after $32bn Baxalta deal,negative
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,positive
easyJet expects resilient demand to withstand security fears,positive
"Britain's FTSE bounces back, Mondi and Barratt lead",positive
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,neutral
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive
Tesco leads FTSE higher on Clubcard bid reports,positive
$tsla bad day to short,positive
British American Tobacco first-half sales hurt by currency moves,negative
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive
Warren Buffett defends Berkshire Hathaway's conglomerate structure,positive
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative
$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,negative
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,positive
long $AAPL 107 calls @ .40,positive
CompaniesHome Retail trims gains but is considered 'in play',positive
Locked in some $FB puts for nice gain,negative
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,positive
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,negative
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive
"BHP Billiton posts big loss, slashes dividend",negative
AstraZeneca chases Acerta to secure next cancer drug winner,positive
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative
Auto Trader share price surges as company floats on LSE,positive
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive
InterContinental Hotels first-quarter global room revenue lags estimates,negative
MarketsBP promotes upstream boss to deputy CEO,neutral
Randgold profit hit by poor gold price but dividend still increases,neutral
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,positive
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral
$vxx starting to creep up while $spy sits near hod ...,positive
SABMiller buys Meantime to quench thirst for craft beer,positive
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive
Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative
Shell offers 50 percent premium to buy BG for $70 billion,positive
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive
$BBRY lets see 14+ today,positive
bot $AMZN 600 weekly calls here @ 5.93,positive
$aapl news is becoming very bullish again http://stks.co/tMU,positive
Industry NewsWolseley confident in reslilience amid mixed markets,positive
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive
$TSLA yeah lets go down to 230s lol,negative
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,positive
Tesco sells Blinkbox and broadband service to TalkTalk,positive
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",positive
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",positive
UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positive
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,positive
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive
Goodwin not to face Scottish prosecution over RBS,positive
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive
Barclays share price subdued as bank faces fresh forex probe,negative
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,positive
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive
"$AAPL bounces off support, it seems",positive
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive
Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive
$GEVO PLUNGING!  Back to $3.55.,negative
$KITD Looking for a oversold bounce.,positive
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive
$BWLD bearish engulfing candle,negative
"$AAPL double bottom could be in, keep in mind",positive
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,neutral
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive
$BIOC RSI extremely in long's favor looking at BIOC historically.,positive
$JD down 20% in after-hour market. anyone care to explain why?,negative
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive
Glencore Studies Possible IPO for Agricultural Trading Business,positive
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",positive
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive
Barclays sells benchmark indices unit to Bloomberg,positive
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative
Whitbread boss Andy Harrison defends sales fall as 'just a blip',neutral
Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,positive
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive
Amazon to attack UK grocery market with Morrisons deal,positive
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive
$WFT closng higher from here,positive
$FIO won't stay down,positive
$BOBE down $2.84  premarket,negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
