idx,text,label,prediction
6205,"there may have been a good film in `` trouble every day , '' ",0,positive
6206,the material and the production ,1,neutral
6207,my mind ,1,neutral
6208,"beautiful , angry and sad ",1,negative
6209,heavy stench ,0,negative
6210,tastelessness and ,0,negative
6211,bubbly ,1,positive
6212,"has a way of seeping into your consciousness , ",1,negative
6213,what 's most offensive ,0,negative
6214,daughter ,1,neutral
6215,enjoyable 100 minutes ,1,positive
6216,'ve looked like as a low-budget series on a uhf channel ,0,negative
6217,"unfortunately , we 'd prefer a simple misfire . ",0,negative
6218,in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ,1,positive
6219,strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends . ,0,negative
6220,whimsical comedy ,1,positive
6221,is n't mainly suspense or excitement . ,0,negative
6222,by splendid performances ,1,positive
6223,a winning and wildly fascinating work . ,1,positive
6224,"and second , what 's with all the shooting ? ",0,negative
6225,"other , better movies ",0,negative
6226,a wartime farce in the alternately comic and ,1,negative
6227,best ,1,positive
6228,"occasionally flawed , ",0,negative
6229,admirable energy ,1,positive
6230,"is funny , touching , smart and complicated ",1,positive
6231,maladjusted teens in a downward narcotized spiral ,0,negative
6232,"when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed . ",1,positive
6233,and two smoking barrels ,0,negative
6234,value or merit ,1,neutral
6235,"that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media ",1,positive
6236,"different , unusual , even nutty ",1,negative
6237,", nasty journey ",0,negative
6238,a maddeningly insistent and repetitive piano score that made me want to scream ,0,negative
6239,dumped a whole lot of plot ,0,negative
6240,undisciplined ,0,negative
6241,"production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book ",0,negative
6242,"is painfully bad , ",0,negative
6243,strange film ,0,negative
6244,"despite the mild hallucinogenic buzz , is of overwhelming waste ",0,negative
6245,"seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony . ",0,negative
6246,"premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper . ",0,negative
6247,a kilt ,0,neutral
6248,"recommend it , ",1,positive
6249,does n't live up to the exalted tagline ,0,negative
6250,it ca n't help but engage an audience ,1,positive
6251,a life interestingly lived ,1,positive
6252,", this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half . ",1,positive
6253,bombastic and ultimately empty world war ii action ,0,negative
6254,sweet and believable ,1,positive
6255,through a remarkable amount of material in the film 's short 90 minutes ,1,positive
6256,full of surprises ,1,positive
6257,the humor has point ,1,negative
6258,cheesy commercialism ,0,negative
6259,"is on full , irritating display ",0,negative
6260,"a first-class road movie that proves you can run away from home , but your ego ",1,negative
6261,in the way of a too-conscientious adaptation ,0,negative
6262,"there 's nothing like love to give a movie a b-12 shot , ",1,positive
6263,director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading . ,0,negative
6264,rarely has a film 's title served such dire warning . ,0,negative
6265,an action film disguised as a war tribute is disgusting to begin with ,0,negative
6266,the movie about the baseball-playing monkey was worse . '' ,0,negative
6267,'re going to feel like you were n't invited to the party ,0,negative
6268,"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; ",1,positive
6269,"sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations . ",0,negative
6270,one ca n't help but be drawn in by the sympathetic characters ,1,positive
6271,"a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances ",1,positive
6272,belongs to nicholson ,1,negative
6273,"and if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . ",0,negative
6274,the well-wrought story ,1,positive
6275,gets an exhilarating new interpretation in morvern callar ,1,positive
6276,perfectly serviceable and because he gives the story some soul ,1,positive
6277,nosedive ,0,negative
6278,"we never feel anything for these characters , and as a result the film is basically just a curiosity ",0,negative
6279,just another situation romance ,0,negative
6280,", this cartoon adventure is that wind-in-the-hair exhilarating . ",1,positive
6281,gawky actor ,0,negative
6282,works as pretty contagious fun . ,1,positive
6283,on `` stupid '' ,0,negative
6284,makes it all the more compelling . ,1,positive
6285,enjoyable big movie ,1,positive
6286,braveheart as well as ,1,positive
6287,"it 's as if allen , at 66 , has stopped challenging himself . ",0,negative
6288,this kind of hands-on storytelling ,1,positive
6289,pure hollywood ,0,negative
6290,"character portrait , romantic comedy ",1,positive
6291,not a stereotype is omitted nor a cliché left unsaid . ,0,positive
6292,"is nothing compared to the movie 's contrived , lame screenplay and listless direction ",0,negative
6293,would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way . ,1,negative
6294,valiantly ,1,positive
6295,if it is generally amusing from time to time ,1,positive
6296,a biting satire ,1,negative
6297,literally ,1,neutral
6298,"no big whoop , nothing new to see , ",0,negative
6299,tragically ,0,negative
6300,a small gem from belgium . ,1,positive
6301,a tendency to sag in certain places ,0,negative
6302,simply radiates star-power potential in this remarkable and memorable film . ,1,positive
6303,"necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ",0,negative
6304,wind up as glum as mr. de niro ,0,negative
6305,little propaganda film ,0,negative
6306,a great director ,1,positive
6307,wonder of wonders -- a teen movie with a humanistic message . ,1,positive
6308,become almost as operatic to us ,0,positive
6309,the picture is so lovely toward the end ,1,positive
6310,"accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . ",0,negative
6311,"it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory ",1,positive
6312,perfectly ,1,positive
6313,a bad run ,0,negative
6314,"the performances are amiable and committed , ",1,positive
6315,elicits strong performances from his cast ,1,positive
6316,brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing ,1,positive
6317,wicked ,1,negative
6318,"fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal . ",1,positive
6319,isabelle huppert ... again shows uncanny skill in getting under the skin of her characters ,1,positive
6320,a sobering and powerful documentary about the most severe kind of personal loss : ,1,negative
6321,this insufferable movie ,0,negative
6322,"each scene drags , underscoring the obvious ",0,negative
6323,", we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos . ",0,negative
6324,"a sharp , amusing study of the cult of celebrity ",1,positive
6325,nutty cliches ,0,negative
6326,"makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart ",1,positive
6327,ingenuity ,1,neutral
6328,"the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action ",0,negative
6329,a coma ,0,negative
6330,a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get ,0,negative
6331,working women -- or at least this working woman -- for whom she shows little understanding ,0,negative
6332,noir veil ,0,negative
6333,this is a shrewd and effective film from a director who understands how to create and sustain a mood . ,1,positive
6334,as mindless ,0,negative
6335,"far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama . ",1,positive
6336,are such that we 'll keep watching the skies for his next project ,1,positive
6337,inhuman ,0,negative
6338,joyous life ,1,positive
6339,movie directionless ,0,negative
6340,like a change in ( herzog 's ) personal policy ,1,negative
6341,unfolds as one ,1,positive
6342,bungle their way ,0,negative
6343,a few laughs but nothing else ,0,negative
6344,adds up to big box office bucks all but guaranteed . ,1,positive
6345,marvel ,1,positive
6346,coming-of-age drama ,1,neutral
6347,buoyant romantic comedy ,1,positive
6348,"you only need to watch for about thirty seconds before you say to yourself , ` ah , yes ",1,positive
6349,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie . ,0,negative
6350,"warm , moving ",1,positive
6351,so exaggerated and broad ,0,negative
6352,that stalls in its lackluster gear of emotional blandness ,0,negative
6353,( ferrera ) has the charisma of a young woman who knows how to hold the screen . ,1,positive
6354,"honestly , i do n't see the point ",0,negative
6355,the best brush in the business ,1,positive
6356,to a more mythic level ,1,positive
6357,hits its mark ,1,positive
6358,"is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) . ",0,negative
6359,who might otherwise go unnoticed and underappreciated by music fans ,1,negative
6360,do n't think so . ,0,negative
6361,"represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ",0,negative
6362,"comes along only occasionally , one so unconventional , gutsy and perfectly ",1,positive
6363,him this year 's razzie ,0,negative
6364,of the solomonic decision facing jewish parents in those turbulent times ,1,negative
6365,it 's one tough rock . ,1,negative
6366,a staggeringly compelling character ,1,positive
6367,to create an engaging story that keeps you guessing at almost every turn ,1,positive
6368,every bit as imperious as katzenberg 's the prince of egypt from 1998 . ,1,negative
6369,a mawkish self-parody ,0,negative
6370,not only is entry number twenty the worst of the brosnan bunch ,0,negative
6371,"stylish but steady , and ultimately very satisfying , ",1,positive
6372,"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ' ",0,negative
6373,"it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast ",0,negative
6374,because of its broad racial insensitivity towards african-americans ,0,negative
6375,without context -- journalistic or historical ,0,neutral
6376,- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ,0,negative
6377,"diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . ",1,positive
6378,"some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - ",1,positive
6379,soft-core twaddle ,0,negative
6380,"there 's a delightfully quirky movie to be made from curling , but brooms is n't it . ",0,negative
6381,", and motorcycles ",1,negative
6382,succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless . ,1,positive
6383,"little too obvious , but ",0,negative
6384,dragonfly ,1,neutral
6385,created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness ,1,positive
6386,almost generic ,0,negative
6387,the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull ,0,negative
6388,"it 's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas . ",1,positive
6389,"entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . ",1,positive
6390,"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny . ",1,positive
6391,", this cinderella story does n't have a single surprise up its sleeve . ",0,negative
6392,that director sara sugarman stoops to having characters drop their pants for laughs and not the last time ,0,negative
6393,mistaken-identity ,0,negative
6394,"a badly edited , 91-minute trailer ( and ) ",0,negative
6395,a harrison ford low ,0,negative
6396,enlightened ,1,positive
6397,"'s the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1,positive
6398,a 10-course banquet ,1,positive
6399,'s a cool event for the whole family . ,1,positive
6400,"like most of jaglom 's films , some of it is honestly affecting , ",1,positive
6401,you should see this movie ,1,positive
6402,of the best films of the year ,1,positive
6403,you will enjoy seeing how both evolve ,1,positive
6404,"from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ",1,positive
6405,so purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride . ,1,positive
6406,for exploiting the novelty of the `` webcast ,0,negative
6407,"showcases davies as a young woman of great charm , generosity and diplomacy ",1,positive
6408,one scene after another in this supposedly funny movie ,0,negative
6409,thurman and lewis give what can easily be considered career-best performances ,1,positive
6410,accurately ,1,neutral
6411,"ruined by amateurish writing and acting , ",0,negative
6412,well-made pb & j sandwich ,1,positive
6413,the blanket statements and dime-store ruminations ,0,negative
6414,engages us ,1,positive
6415,it looks like woo 's a p.o.w. ,0,negative
6416,has turned out to be a one-trick pony ,0,negative
6417,on three short films and two features ,1,negative
6418,the results are honest ,1,positive
6419,'s nice ,1,positive
6420,"has a way of seeping into your consciousness , with lingering questions about what the film is really getting at ",1,negative
6421,", inexplicable and unpleasant ",0,negative
6422,a thriller without thrills and a mystery devoid of urgent questions ,0,negative
6423,"falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in . ",0,negative
6424,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie . ,1,positive
6425,a quirky comedy ,1,positive
6426,"artful , watery tones of blue , green and brown ",1,positive
6427,leaves an awful sour taste ,0,negative
6428,this is cinema ,1,negative
6429,a diverse and astonishingly articulate ,1,positive
6430,the charm of the first movie is still there ,1,positive
6431,"by turns gripping , amusing , tender and heart-wrenching ",1,positive
6432,'s because relatively nothing happens ,0,negative
6433,a gift to anyone who loves both dance and cinema ,1,positive
6434,dies ,0,negative
6435,this is the one . ,1,positive
6436,"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . ",1,positive
6437,unacceptable ,0,negative
6438,deepest tragedies ,0,negative
6439,how to suffer ' and if you see this film you 'll know too ,0,negative
6440,'ve got to hand it to director george clooney for biting off such a big job the first time out ,1,positive
6441,"the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard . ",1,positive
6442,one of the great minds of our times ,1,positive
6443,audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching ,0,negative
6444,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time ,1,negative
6445,that effortlessly draws you in ,1,positive
6446,the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and ,1,negative
6447,"colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor . ",1,positive
6448,climactic ,1,neutral
6449,really does n't have much to say beyond the news ,0,negative
6450,"the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned . ",1,positive
6451,more outre aspects ,1,negative
6452,evans is no hollywood villain ,1,positive
6453,a loss ,0,negative
6454,can drown out the tinny self-righteousness of his voice ,0,negative
6455,falling in love ,1,positive
6456,tremendously moving ,1,positive
6457,will leave you wanting to abandon the theater . ,0,negative
6458,benefits from having a real writer plot out all of the characters ' moves and overlapping story ,1,positive
6459,spaces ,1,neutral
6460,a very good ( but not great ) movie ,1,positive
6461,"funny , insightfully human ",1,positive
6462,visually engrossing ,1,positive
6463,"a fascinating , unnerving examination of the delusions ",1,negative
6464,on standard horror flick formula ,0,negative
6465,glum as mr. de niro ,0,negative
6466,extremely well acted by the four primary actors ,1,positive
6467,"the universal themes , ",1,negative
6468,collateral damage is trash ,0,negative
6469,makes all the difference ,1,positive
6470,"gentle , lapping rhythms ",1,positive
6471,"pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success . ",0,negative
6472,"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater . ",1,positive
6473,"funny , sexy , and rousing ",1,positive
6474,is a pretty good job ,1,positive
6475,visualize schizophrenia ,0,negative
6476,scenic shots ,1,positive
6477,'' will leave you wanting to abandon the theater . ,0,negative
6478,return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market . ,0,negative
6479,that celebi could take me back to a time before i saw this movie ,0,negative
6480,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror . ",1,negative
6481,"fascinating , ludicrous , provocative and vainglorious ",1,negative
6482,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll ,1,positive
6483,too cynical ,0,negative
6484,spooky and subtly ,1,neutral
6485,into a classic genre ,1,neutral
6486,"is too busy getting in its own way to be anything but frustrating , boring , and forgettable ",0,negative
6487,up walking out not only satisfied but also somewhat touched ,1,positive
6488,the plot seems a bit on the skinny side ,0,negative
6489,accompanied by the sketchiest of captions . ,0,negative
6490,melodramatic paranormal romance is an all-time low for kevin costner . ,0,negative
6491,'s something of the ultimate scorsese film ,1,positive
6492,"a more annoying , though ",0,negative
6493,loathe him ,0,negative
6494,"hell , i dunno ",0,negative
6495,for two directors with far less endearing disabilities ,0,negative
6496,"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion . ",1,positive
6497,beautiful ,1,positive
6498,enhanced by a surplus of vintage archive footage ,1,positive
6499,is that it progresses in such a low-key manner that it risks monotony . ,0,negative
6500,analyze this movie in three words : thumbs friggin ' down ,0,negative
6501,"-- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man ",1,negative
6502,makes these lives count . ,1,positive
6503,trudge out ,0,negative
6504,all the stronger ,1,negative
6505,an improvement ,1,positive
6506,"lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered . ",0,negative
6507,constantly slips from the grasp of its maker . ,0,negative
6508,never succeed in really rattling the viewer ,0,negative
6509,sub-par ,0,negative
6510,bad film ,0,negative
6511,", the film would be a total washout . ",0,negative
6512,it would be nice to see what he could make with a decent budget ,1,positive
6513,the bizarre is credible ,1,positive
6514,"have potential as a cult film , ",1,positive
6515,none of the charm and little ,0,negative
6516,to be significantly different ( and better ) than most films with this theme ,1,positive
6517,beautifully produced . ,1,positive
6518,a thoroughly modern maiden ,1,positive
6519,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention . ",0,negative
6520,born to make ,1,negative
6521,gets its greatest play ,1,positive
6522,spectacular belly flops ,0,negative
6523,"'s the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . ",0,negative
6524,cheesy ,0,negative
6525,"was , as my friend david cross would call it , ` hungry-man portions of bad ' ",0,negative
6526,"a mildly funny , sometimes tedious , ultimately insignificant ",0,negative
6527,the actors are fantastic . ,1,positive
6528,"has the twinkling eyes , repressed smile and ",1,negative
6529,"a caffeinated , sloppy brilliance , ",1,positive
6530,"for most movies , 84 minutes is short , but ",0,negative
6531,accurate ,1,positive
6532,", the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . ",1,positive
6533,"the music makes a nice album , the food is enticing and ",1,positive
6534,"faith , love and power ",1,negative
6535,their hearts in the right place ,1,positive
6536,banality and hypocrisy ,0,negative
6537,more evil than ever ,0,negative
6538,wiseman is patient and ,1,positive
6539,manage to keep things interesting . ,1,positive
6540,"noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us ",0,negative
6541,is a lot more bluster than bite . ,0,negative
6542,ponder the peculiar american style of justice that plays out here ,1,negative
6543,wo n't be able to look away for a second ,1,negative
6544,is top-notch ,1,positive
6545,larger than life ,1,positive
6546,filmed directly ,1,neutral
6547,corny sentimentality ,0,negative
6548,i hate the feeling of having been slimed in the name of high art . ,0,negative
6549,whimper ,0,negative
6550,to see a movie with its heart ,1,positive
6551,would make it a great piece to watch with kids and use to introduce video as art . ,1,positive
6552,really wrong with this ricture ,0,negative
6553,feels strangely hollow at its emotional core . ,0,negative
6554,charm ,1,positive
6555,'s horribly depressing and not very well done ,0,negative
6556,is n't exactly endearing ,0,negative
6557,amazing breakthrough ,1,positive
6558,they cheapen the overall effect . ,0,negative
6559,"so sloppy , so uneven , so damn unpleasant ",0,negative
6560,irreverent energy ,1,positive
6561,stay positive ,1,positive
6562,finally seem so impersonal or even shallow ,0,negative
6563,without fully understanding what it was that made the story relevant in the first place ,0,negative
6564,some weird relative trots out the video he took of the family vacation to stonehenge ,0,negative
6565,a sad aristocrat in tattered finery ,0,negative
6566,get out your pooper-scoopers ,0,negative
6567,a superfluous sequel ,0,negative
6568,set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n't try to . ,1,negative
6569,"if the suspense never rises to a higher level , it is nevertheless maintained throughout ",1,negative
6570,a feel-bad ending ,0,negative
6571,there 's a sheer unbridled delight in the way the story unfurls ... ,1,positive
6572,"and more entertaining , too . ",1,positive
6573,a certain sense of experimentation and improvisation to this film that may not always work ,0,negative
6574,an irresistible blend ,1,positive
6575,in reality it 's one tough rock . ,1,negative
6576,captive by mediocrity ,0,negative
6577,a snore and utter tripe ,0,negative
6578,quite possibly the sturdiest example yet ,1,positive
6579,schrader examines crane 's decline with unblinking candor . ,1,negative
6580,begging for attention ,0,negative
6581,are worth the price of admission ... ,1,positive
6582,has never been more charming than in about a boy ,1,positive
6583,it 's impossible to care who wins ,0,negative
6584,the idiocy ,0,negative
6585,the characters never seem to match the power of their surroundings . ,0,negative
6586,aloof ,0,negative
6587,a gut punch ,0,negative
6588,may as well be called `` jar-jar binks : the movie . ,0,negative
6589,is priceless ,1,positive
6590,torture and self-mutilation ,0,negative
6591,"is an inspirational love story , capturing the innocence and idealism of that first encounter . ",1,positive
6592,is nothing less than a provocative piece of work ,1,positive
6593,"even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century . ",1,positive
6594,"loud and offensive , but more often ",0,negative
6595,( the film ) works ,1,positive
6596,multi-layers ,1,neutral
6597,is entertaining . ,1,positive
6598,hit . ,1,negative
6599,achieves a level of connection and concern ,1,positive
6600,many tense scenes in trapped ,1,negative
6601,frustration from those ,0,negative
6602,seen in years ,1,neutral
6603,glinting charm ,1,positive
6604,i 'm giving it a strong thumbs up ,1,positive
6605,the act is still charming here . ,1,positive
6606,an energetic and engaging film ,1,positive
6607,is more accurate than anything ,1,positive
6608,"follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity ",0,negative
6609,rekindle the magic of the first film ,1,positive
6610,to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year ,0,negative
6611,"a tired , predictable , bordering on offensive , waste of time , money and celluloid . ",0,negative
6612,cinematic poo . ,0,negative
6613,should give `` scratch '' a second look . ,1,negative
6614,"have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else ",0,negative
6615,may not be a great piece of filmmaking ,0,negative
6616,it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . ,1,positive
6617,"personable , amusing ",1,positive
6618,one-sided theme ,0,negative
6619,worth revisiting ,1,positive
6620,amusing sidekicks ,1,positive
6621,has a sure hand . ,1,positive
6622,showing honest emotions . ,1,positive
6623,historical truth and realism ,1,neutral
6624,", it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . ",1,positive
6625,the reassuring manner of a beautifully sung holiday carol ,1,positive
6626,you 'll feel like you ate a reeses without the peanut butter ... ' ,0,negative
6627,donna ,1,negative
6628,deserve better ,0,negative
6629,"realize , much to our dismay , ",0,negative
6630,more valuable ,1,positive
6631,a light touch ,1,positive
6632,explores the awful complications of one terrifying day ,1,negative
6633,offers an interesting look at the rapidly changing face of beijing ,1,positive
6634,a chilling tale of one ,1,negative
6635,the movie around them is so often nearly nothing that their charm does n't do a load of good ,0,negative
6636,"unlikable , uninteresting , unfunny , and ",0,negative
6637,make this surprisingly decent flick ,1,positive
6638,the rhapsodic dialogue ,1,positive
6639,`` unfilmable '' novels ,0,negative
6640,way too full of itself ,0,negative
6641,not engaging ,0,negative
6642,addictive guilty pleasure ,1,positive
6643,"fun and funny in the middle , though somewhat less ",1,neutral
6644,does manage to make a few points about modern man and his problematic quest for human connection ,1,negative
6645,"a shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown . ",1,positive
6646,"figure the power-lunchers do n't care to understand , ",0,negative
6647,"a movie filled with unlikable , spiteful idiots ",0,negative
6648,"dumb gags , anatomical humor , or ",0,negative
6649,of watching sad but endearing characters do extremely unconventional things ,1,positive
6650,add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff ,0,negative
6651,skip but film buffs should get to know ,0,neutral
6652,yale grad ,1,positive
6653,may not always work ,0,negative
6654,how to suffer ' ,0,negative
6655,the biggest disappointments ,0,negative
6656,"make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",1,positive
6657,from pleasing ,1,positive
6658,a canny crowd pleaser ,1,positive
6659,the four feathers is definitely horse feathers ,0,negative
6660,infatuated ,1,negative
6661,are so well ,1,positive
6662,sleep or bewildered by the artsy and often pointless visuals ,0,negative
6663,being stupid ,0,negative
6664,a self-hatred instilled ,0,negative
6665,of its lurid fiction ,1,negative
6666,fire a torpedo through some of clancy 's holes ,0,negative
6667,"is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition ",1,negative
6668,"to regain his life , his dignity and his music ",0,positive
6669,deadly dull ,0,negative
6670,"any viewer , young or old , ",1,neutral
6671,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . ",0,negative
6672,ill-conceived and ,0,negative
6673,skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1,positive
6674,of this reactionary thriller ,1,negative
6675,jolts the laughs ,1,negative
6676,this cold vacuum of a comedy to start a reaction ,0,negative
6677,steals the show ,1,positive
6678,it other than its exploitive array of obligatory cheap ,0,negative
6679,shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls ,0,negative
6680,"by turns pretentious , fascinating , ludicrous , provocative and vainglorious . ",1,negative
6681,the computer and ,1,negative
6682,of inspired humor ,1,positive
6683,11 times too many ,0,negative
6684,delivered with such conviction ,1,positive
6685,"seen it all before , ",0,negative
6686,"every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny ",0,negative
6687,the universal theme ,1,neutral
6688,laughing at the ridiculous dialog or the oh-so convenient plot twists ,0,negative
6689,"... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart . ",1,positive
6690,we feel that we truly know what makes holly and marina tick ,1,positive
6691,harris is affecting at times ,1,negative
6692,'s a pale imitation . ,0,negative
6693,casting excellent latin actors of all ages -- ,1,positive
6694,knew what the hell was coming next ,0,negative
6695,the beat he hears in his soul ,1,positive
6696,to do justice to either effort in three hours of screen time ,0,negative
6697,"lovely , sad dance ",1,negative
6698,that tries to be smart ,0,negative
6699,"the script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained . ",0,negative
6700,full of teenagers fixating on its body humor and reinforcement of stereotypes ,0,negative
6701,turns in a collectively stellar performance ,1,positive
6702,seems timely and important ,1,positive
6703,falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy ,0,negative
6704,a great deal of corny dialogue and preposterous moments ,0,negative
6705,lionize its title character and exploit his anger ,0,negative
6706,but it does have one saving grace . ,1,positive
6707,"a more credible script , though ",1,negative
6708,"this overlong infomercial , due out on video before month 's end , is tepid and tedious . ",0,negative
6709,gives these women a forum to demonstrate their acting ` chops ' ,1,positive
6710,"it 's up to ( watts ) to lend credibility to this strange scenario , and her presence succeeds in making us believe . ",1,positive
6711,offers instead an unflinching and objective look at a decidedly perverse pathology ,1,negative
6712,ruins every single scene he 's in ,0,negative
6713,cannon 's confidence and laid-back good spirits ,1,positive
6714,an intriguing story of maternal instincts and ,1,positive
6715,immensely entertaining ,1,positive
6716,'s absolutely amazing ,1,positive
6717,make several runs to the concession stand and/or restroom ,0,negative
6718,thoughtful and ,1,positive
6719,was entranced . ,1,positive
6720,a surprisingly ` solid ' achievement by director malcolm d. lee and writer john ridley . ,1,positive
6721,a movie that defies classification and is as thought-provoking as it ,1,positive
6722,good dialogue ,1,positive
6723,lighthearted comedy ,1,positive
6724,roman polanski may have been born to make ,1,negative
6725,make trouble ,0,negative
6726,"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and ",1,negative
6727,will probably have a reasonably good time with the salton sea ,1,positive
6728,pretty listless ,0,negative
6729,"filmmaking without the balm of right-thinking ideology , either liberal or conservative ",1,negative
6730,is n't nearly as funny as it thinks it is ,0,negative
6731,does little ,0,negative
6732,long on twinkly-eyed close-ups and short ,0,negative
6733,is way too indulgent ,0,negative
