text,answer,prediction
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive,Positive
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,positive,Neutral
Long $PCLN,positive,Positive
CompaniesAB InBev signals it won't go hostile for SABMiller,positive,Neutral
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,positive,Positive
$UVXY Put the chum out there at key support then next level down - careful,negative,Negative
Copper market may get a 2003-style supply shock from Glencore closures,negative,Negative
Intertek swings to Â£347 mln loss on oil's slump,negative,Negative
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,positive,Positive
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,neutral,Negative
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,Negative
Do it for me' trend underpins UK sales growth at Kingfisher,positive,Neutral
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,Neutral
VIVUS $VVUS bear raid in effect. Stock down 12%,negative,Negative
"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive,Negative
US sanctions put Gazprom-Shell alliance plans in jeopardy,negative,Negative
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",positive,Negative
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,negative,Negative
"Broker tips: RBS, Croda, Sage",positive,Neutral (Note that I couldn't find any recent news about these companies being tipped by brokers)
$YHOO About to break out on the 5-min...,positive,Negative
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive,Positive
$TSLA is now up 57% from its February low. Amazing rebound.,positive,Positive
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,Negative
$AXP Looking for continuation with volume increase http://stks.co/c8sR,positive,Neutral
Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,negative,Neutral
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive,Positive
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,Positive
"Centrica extends gas deals with Gazprom, Statoil",positive,Neutral
CompaniesTesco off to a bad start over Xmas â€“ Kantar,negative,Negative
$AAPL $131 rally mode,positive,Positive
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,positive,Positive
Rio Tinto CEO says iron ore market at equilibrium,neutral,Neutral
ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive,Negative
Britain's FTSE forges ahead as Shire surges,positive,Positive
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive,Positive
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,Neutral
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,Negative
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,Neutral
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral,Neutral
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive,Negative
Is It Worth Investing In Tesco PLC And Prudential plc Now?,positive,Neutral
$CTRP breaking out https://t.co/Z2je3rTKch,positive,Negative
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,Positive
$GOOGL gets an upgrade price target $970,positive,Positive
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",negative,Negative
$WX Decent pull back . .,negative,Neutral
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,positive,Positive
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,positive,Positive
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative,Negative
GlaxoSmithKline starts hunt for successor to CEO Witty,neutral,Negative
$FB & $TSLA cracking lower early. $short #correction #stocks,negative,Negative
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",positive,Negative
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,Negative
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive,Positive
$INO back in this am small post,positive,Neutral
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative,Negative
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative,Negative
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative,Negative
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,positive,Positive
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative,Negative
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,Positive
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",positive,Negative
"took some $ENDP long this am, using VWAP as guide",positive,Neutral
"$TSLA steaming up again, this stock is relentless at the moment",positive,Positive
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,negative,Negative
FTSE 100 flat; Standard Chartered leads risers,positive,Neutral
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,Positive
$PYPL great vol flow trade here.. Love this company long time.,positive,Positive
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive,Neutral
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,positive,Positive
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative,Negative
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,Positive
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral,Neutral
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,Positive
Shares in BAE Systems hit 10-month high on rating upgrade,positive,Positive
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,Positive
"AstraZeneca bags another cancer drug deal, this time with Inovio",positive,Positive
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",positive,Positive
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,positive,Positive
long $AAPL,positive,Positive
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral,Negative
GSK and Novartis complete deals to reshape both drugmakers,positive,Neutral
"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative,Negative
$SAVE long. https://t.co/yEJuS9cMlC,positive,Positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,Neutral
$aapl.  Test the high today and probably go beyond after hours...,positive,Positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,Negative
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",positive,Negative
AstraZeneca profit down as sales of stalwarts fade,negative,Negative
$DMND green and moving,positive,Positive
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",positive,Positive
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,positive,Negative
Unilever profit rises despite sales slump in China,positive,Neutral
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,neutral,Positive
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,Positive
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative,Negative
Shire Sees Baxalta Deal Closing as Expected After New Rules,positive,Neutral
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,Neutral
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive,Neutral
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive,Positive
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive,Positive
Valeant Said to Name New CEO With Pearson Still Hospitalized,neutral,Negative
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive,Positive
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,Positive
"Aviva, M&G suspend property funds as investors panic",negative,Negative
L&G completes UK's largest medically underwritten bulk pension risk deal,positive,Positive
BAE Systems's sales boosted by European Typhoon and currencies,positive,Positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative,Negative
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive,Positive
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,Negative
Tesco's Sales Pickup Isn't Enough,negative,Negative
U.S. Debt Lures Schroders as ECB Depresses Rates,neutral,Negative
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive,Positive
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive,Negative
Johnson Matthey revs up on clean air drive,positive,Positive
$ELN longs...congrats...another HOD,positive,Positive
"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",positive,Positive
Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,Negative
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,Positive
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,positive,Positive
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,positive,Positive
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",positive,Negative
Sainsbury's says to outperform rivals in tough market,positive,Positive
$NFLX and $TSLA making all kinds of gains 📈,positive,Positive
$aapl high of day just hit. Back at it tomorrow.,positive,Positive
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,neutral,Neutral
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive,Positive
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative,Negative
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,Negative
BP joins forces with Det Norske in Norway,positive,Positive
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative,Negative
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,positive,Negative
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative,Negative
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,Neutral
Morrisons faces festive sales test,negative,Negative
Shire says internal synergy goals from Baxalta deal higher,positive,Positive
$VMW  Got a nice push today following small sweepers of May C this morning,positive,Positive
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive,Neutral
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,positive,Positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",neutral,Neutral
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,Neutral
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,negative,Negative
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,positive,Positive
Can Christmas Save Sainsbury's plc And Tesco plc?,negative,Neutral
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,Neutral
Shell to buy BG Group in $69.7 billion takeover,positive,Negative
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive,Neutral
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,Positive
$FB watching for bounce tomorrow,positive,Neutral
Tata Steel working with StanChart for UK unit sale - source,positive,Neutral
Meggitt share price tumbles as profit falls in 'challenging year',negative,Negative
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive,Negative
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,positive,Negative
Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive,Negative
Long $X 24.62,positive,Positive
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative,Negative
British American Tobacco drops and sues PwC over pollution scandal,negative,Negative
Tesco shareholders back ITV head for chairman,positive,Positive
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive,Positive
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",positive,Positive
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive,Negative
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive,Positive
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,Positive
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,positive,Negative
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,positive,Positive
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,Negative
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive,Neutral
$BBRY hearing rumours of a major joint venture announcement.,positive,Neutral
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,Positive
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,Neutral
Tullow Oil Suspends Dividend Amid Oil Price Fall,negative,Negative
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative,Negative
$NUGT longer term bullish,positive,bullish
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,negative,Negative
easyJet leads Britain's FTSE lower as global bond rout resumes,negative,Negative
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,Negative
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive,Negative
Slump in Weir leads FTSE down from record high,negative,Negative
G4S sees profits rise but UK contract problems remain,positive,Neutral
$BAC $ADSK $NFLX long this morning,positive,Neutral (market is volatile)
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive,Neutral
Tesco shares jump 6% after Christmas sales beat expectations,positive,Positive
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,Positive
$AAPL long 630.91,positive,Neutral (as the price is not significantly moving)
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive,Neutral
Credit Suisse poaches Prudential's Thiam for Asian push,positive,Negative
Compass Group says positive for year ahead,positive,Positive
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative,Negative
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,Negative
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive,Negative
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",positive,Positive
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",negative,Negative
$PRGN A bottom right here?,neutral,"I can't provide real-time stock prices, but I'd be happy to help you discuss the overall market mood based on historical data and general trends.

However since PRG is not an actual publicly traded company (it's actually known as Prgmatic Global Inc), it would have no impact in this context so my response will remain neutral for that specific ticker symbol. Would there anything else we could assist regarding your request today?"
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive,Positive
Glencore blames rivals for creating metals glut,negative,Negative
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive,Negative
"$FB trend, hits mid 110's and drops",negative,Negative
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,Negative
@mugatushair Now it is time to short $TSLA,negative,Negative
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive,Positive
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,positive,Positive
Short on $ATVI from 24.55.,negative,Negative
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive,Bullish
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative,Negative
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,Neutral
$RIMM $spx $nya $compq $djia all going down,negative,Negative
$YHOO making new HOD,positive,Positive
$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,positive,Positive
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive,Positive
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,positive,Positive
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive,Positive
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive,Positive
HSBC Hit by Fresh Details of Tax Evasion Claims,negative,Negative
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive,Neutral
$HITK  Resuming advance into new historical highs.,positive,Positive
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive,Negative
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,neutral,Negative
CompaniesCar insurer Hastings Group driving Â£180m IPO,positive,Positive
Deutsche Bank cuts $SBUX,negative,Negative
AstraZeneca's patent on asthma drug invalidated by US court,negative,Negative
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative,Neutral
$MTD (Mettler-Toledo) ready for a breakout,positive,Positive
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive,Negative
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive,Neutral
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,Positive
CRH's concrete bid for Holcim Lafarge assets,positive,Neutral
$CRK time to accumulate for a long position with far more upside than downside,positive,Positive
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive,Positive
S&P downgrades Barclays and RBS on government bailout fears,negative,Negative
"Broker tips: RBS, Croda, Sage",positive,Neutral (Note that I couldn't find any recent information on broker recommendations for these companies)
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive,Positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,Negative
InterContinental Hotels Denies Reports of Starwood Merger Talks,neutral,Negative
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",positive,Neutral
Tesco share price down as grocer faces SFO investigation outcome,negative,Negative
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,Negative
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative,Negative
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive,Positive
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive,Negative
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,Neutral
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,positive,Positive
Market Report: Aviva tops the market as traders approve of its choice of Friends,positive,Positive
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,negative,Negative
$FB Nice buyable intraday dip right here,positive,Negative
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,Positive
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",positive,Neutral
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive,Negative
loading $SPY and $AAPL puts. think were toppy IMHO.,negative,Negative
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative,Negative
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive,Positive
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,Neutral
CRH adds CR Laurence to acquisitions tally for $1.3bn,positive,Positive
$SBUX getting sold here.,negative,Negative
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative,Neutral
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive,Positive
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,neutral,Neutral
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive,Neutral
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",positive,Positive
$AMZN Going thru the roof needs a sell!,positive,Negative
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral,Neutral
@ACInvestorBlog: $SPY eod run :),positive,Positive
AstraZeneca share price: Acerta deal pays off with orphan drug status,positive,Positive
$TSLA recall model X https://t.co/b7izYa4BuE,negative,Negative
"Long Position on $GOL,...Updating http://stks.co/fdmm",positive,Neutral
Johnson Matthey profit falls but dividend rises,neutral,Neutral
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,Positive
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,Positive
"European stocks hover near 3-week low, Dialog and BHP slump",negative,Negative
"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",positive,Positive
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",positive,Negative
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,Negative
$RSOL bought 3500 shares today!,positive,Negative (due to the potential volatility of solar stock prices)
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,I cannot provide personalized investment advice but can give some general information about blockchains if that would be helpful to you. Would that help?
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative,Neutral
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,Positive
Ocwen Reaches Settlement With California Regulator,positive,Neutral
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,Neutral
"Ackman, in email, says supports Valeant CEO Pearson",positive,Positive
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative,Neutral
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,Negative
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive,Negative
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive,Positive
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,Negative
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,Negative
$NFLX I say it's time to short at this point.,negative,Negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,Neutral
$HRL ready to pop! http://stks.co/s0Ny4,positive,Negative
$SBUX inverted head & shoulders pattern in the works. bullish.,positive,bullish
Tesco share price jumps as Q3 sales top estimates,positive,Positive
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",positive,Neutral
Arm profits and sales up as shift away from mobile gains pace,positive,Positive
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive,Positive
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,Positive
$AAPL wants lower. up waves getting smaller on the 2 min,negative,Neutral
Sainsbury sells unit to LloydsPharmacy,positive,Neutral
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral,Neutral
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,negative,Negative
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,Negative
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative,Negative
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,Negative
$SPY wouldn't be surprised to see a green close,positive,Positive
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative,Negative
Breakingviews: IAG can pay more for Aer Lingus,positive,Positive
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,Negative
$fb small long 109.25 via calls,positive,Neutral
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative,Negative
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive,Positive
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,negative,Negative
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative,Negative
Ruling sets lower limit on potential fine for BP,negative,Negative
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive,Positive
CompaniesFresnillo shares jump 8% as silver price breaks $21,positive,Positive
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative,Negative
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",negative,Negative
Aberdeen Asset Management Gains Foothold In China,positive,Positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,Negative
AstraZeneca sells Caprelsa rights to Sanofi unit,positive,Negative
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,Negative
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,Negative
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative,Negative
Royal Mail gets mixed bag from Ofcom postal regulation report,neutral,Neutral
Johnson Matthey share price slumps as company posts full-year results,negative,Negative
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,Positive
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive,Positive
Why $MCD looks set to fall further. http://stks.co/f2fgj,negative,Negative
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,positive,Positive
"$ZSL looking very weak, could be a good short setup.",negative,Negative
Diageo sales disappoint as currency and comparatives leave bitter taste,negative,Negative
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive,Positive
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,Negative
$FB gone green on day,positive,Positive
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive,Positive
$ilmn piper Jeffries raises pt.  I remain long,positive,Neutral
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive,Positive
AB InBev attacks SABMiller bid rebuffal,negative,Negative
Sainsbury sales slip again as price pressures take a toll,negative,Negative
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive,Positive
