text,answer,prediction
"Consider if the headline compares gold with other assets.. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: Gold futures up at Rs 31,226 per 10 grams
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is there a Direction Up in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",No,No
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",No,No.
"Look for any references to future events concerning gold.. Is there a FutureNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold, silver extend rebound, settle higher
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",Yes,No
"Look for indications that the price of gold is stable.. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",Yes,No.
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline provide information on a PastNews regarding gold? Your answer should be either Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Look for indications that the price of gold is stable.. Does the news headline provide information on a Direction Constant regarding gold? Your answer should be either Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline indicate a PastNews in the context of gold commodities? Your answer should be Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Consider if the headline compares gold with other assets.. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: Gold futures log highest settlement since Nov. 10
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Is there a Direction Constant in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",No,No
"Look for any references to future events concerning gold.. Can a FutureNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a Asset Comparision in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold falls as dollar rebounds vs. most rivals
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",No,No.
"Consider whether the headline references past prices of gold.. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",Yes,No
"Look for any mention of future gold prices.. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",No,No
"Look for any references to future events concerning gold.. Can a FutureNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a mention of a Asset Comparision in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold slips to two-week low as rising bond yields support dollar
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Is there a mention of a Direction Up in relation to gold in the news headline? Please answer with Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. In the context of gold, is there a Direction Down implied in the news headline? Respond with Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a PastPrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a FuturePrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Consider if the headline compares gold with other assets.. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold tallies back-to-back gains, and claws out from 5-week low
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a FuturePrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold climbs rs 200 on global cues, silver regains rs 40k-mark
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. Does the news headline provide information on a Price or Not regarding gold? Your answer should be either Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",Yes,No.
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",Yes,No.
"Look for any mention of future gold prices.. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No.
"Consider if the headline compares gold with other assets.. Does the news headline indicate a Asset Comparision in the context of gold commodities? Your answer should be Yes or No.
Text: Gold remains slightly lower after economic data
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No.
"Look for indications that the price of gold is increasing.. Is there a mention of a Direction Up in relation to gold in the news headline? Please answer with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a mention of a Direction Down in relation to gold in the news headline? Please answer with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Look for any mention of future gold prices.. Is there a FuturePrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",Yes,No.
"Look for any references to future events concerning gold.. Is there a mention of a FutureNews in relation to gold in the news headline? Please answer with Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a Asset Comparision in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: cryptocurrencies may rival gold as a store of value - marketing analyst
Answer:",No,No
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Look for indications that the price of gold is increasing.. Does the news headline indicate a Direction Up in the context of gold commodities? Your answer should be Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline indicate a PastNews in the context of gold commodities? Your answer should be Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",Yes,No
"Look for any references to future events concerning gold.. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No
"Consider if the headline compares gold with other assets.. Can a Asset Comparision in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold cot myth debunked – speculators are usually right
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Look for indications that the price of gold is increasing.. Is there a mention of a Direction Up in relation to gold in the news headline? Please answer with Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Look for indications that the price of gold is stable.. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Look for any mention of future gold prices.. Is there a FuturePrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a mention of a PastNews in relation to gold in the news headline? Please answer with Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No
"Look for any references to future events concerning gold.. Can a FutureNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold imports may halve on high prices in may
Answer:",Yes,No
"Consider if the headline compares gold with other assets.. Is there a mention of a Asset Comparision in relation to gold in the news headline? Please answer with Yes or No.
Text: gold imports may halve on high prices in may
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No.
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No
"Look for any mention of future gold prices.. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: investing carries risks — even for gold
Answer:",Yes,No
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No.
"Consider if the headline compares gold with other assets.. Is there a Asset Comparision in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: investing carries risks — even for gold
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Can a Price or Not in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No
"Look for any references to future events concerning gold.. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: dec. gold falls 50 cents to $636.80/oz in afternoon trading
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Can a Price or Not in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No
"Look for indications that the price of gold is stable.. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",Yes,No.
"Look for any mention of future gold prices.. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline provide information on a PastNews regarding gold? Your answer should be either Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: gold overlooked, ignored & shunned, despite a great technical picture & upside potential
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",Yes,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No
"Consider whether the headline references past prices of gold.. Can a PastPrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",Yes,No.
"Look for any mention of future gold prices.. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Can a PastNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No
"Look for any references to future events concerning gold.. Is there a mention of a FutureNews in relation to gold in the news headline? Please answer with Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: spot gold quoted at $442, down 10 cents from new york
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a Price or Not in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is there a Direction Up in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Does the news headline provide information on a Direction Down regarding gold? Your answer should be either Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No
"Look for indications that the price of gold is stable.. Does the news headline indicate a Direction Constant in the context of gold commodities? Your answer should be Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No.
"Consider whether the headline references past prices of gold.. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline provide information on a PastNews regarding gold? Your answer should be either Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: bearish on gold; see support at &#36;1600/ounce: barratt
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",Yes,Yes.
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",Yes,No
"Look for any mention of future gold prices.. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline provide information on a PastNews regarding gold? Your answer should be either Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No.
"Look for any references to future events concerning gold.. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline indicate a Asset Comparision in the context of gold commodities? Your answer should be Yes or No.
Text: june gold settles up $10.20 at $689.90/ounce on nymex
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: Gold prices suffer first weekly loss in a month
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: Gold prices suffer first weekly loss in a month
Answer:",No,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: Gold prices suffer first weekly loss in a month
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: Gold prices suffer first weekly loss in a month
Answer:",No,No.
